297289930982440960,"fxdayprofit","closed buy 0.01 lots $gbpusd 1.58164 for  3.3 pips  total for today  594.6 pips","01/02/2013 10:26:57","null "
296957459757690880,"ctronicsTrack","closed buy $gbpusd 1.5809 for  11.0 pips  total for today  16.0 pips","31/01/2013 12:25:50","null "
2.94145e+17,"AMGCapital","closed sell 0.1 lots gbpusd 1.58439 for  1.6 pips  total for today  77.3 pips","23/01/2013 18:10","null"
2.71376e+17,"forex_fx_","  : $eurusd   $usdchf  $gbpusd  $usdjpy  $eurjpy  harmonic elliott wave: weekly outlook video for the 12th november ","21/11/2012 22:13","null"
2.92555e+17,"loven_myfxbook","closed buy 0.08 lots $gbpusd 1.60082 for  90.2 pips  total for today  90.2 pips","19/01/2013 08:52","null"
298994566349090816,"trader_2012","fxstreet  gt  gt  gbpusd stays within a downward price channel ","06/02/2013 03:20:34","null "
2.7391e+17,"forex_fx_","  : closed sell $gbpusd 1.6004 for  9.6 pips  total for today  9.6 pips","28/11/2012 22:02","null"
2.88411e+17,"dagang168_fxp","closed buy 0.05 lots $gbpusd 1.62468 for  145.5 pips  total for today  145.5 pips fxp live  ","07/01/2013 22:23","null"
2.73803e+17,"forex_fx_","  : closed buy stop gbpusd 1.5989 for 0.0 pips  total for today  248.0 pips","28/11/2012 14:56","null"
2.72354e+17,"forex_fx_","  : closed sell 1.0 lots gbpusd 1.5507 for  19.0 pips  total for today  271.0 pips","24/11/2012 15:00","null"
2.78806e+17,"RolfWolf1","closed buy 0.02 lots $gbpusd 1.61126 for  32.6 pips  total for today  32.6 pips","12/12/2012 10:18","null"
2.9079e+17,"dagang168_tp","closed sell 0.02 lots $gbpusd 1.60788 for  8.6 pips  total for today  898.2 pips tpoint  ","14/01/2013 11:58","null"
2.88614e+17,"mitravalas","order opened: ticket 143542057 sell 2.57 lots gbpusd1.6102 balance 12849.90  equity 11503.27","08/01/2013 11:51","null"
300011218087841792,"EmelinePerry1","closed sell 0.1 lots gbpusd 1.5731 for  31.0 pips  total for today  71.0 pips","08/02/2013 22:40:22","null "
297058058318786560,"ITF4U","closed sell 3.84 lots $gbpusd 1.5873 for  12.0 pips  total for today  20.0 pipson soft","31/01/2013 19:05:34","null "
2.72999e+17,"actecapital","walkman replies to: cable update  gbpusd : gu buy setup.  eu alredy have buy setup  $$","26/11/2012 09:41","null"
2.88609e+17,"NickoPutraS","closed buy 0.01 lots $gbpusd 1.6098 for  11.0 pips  total for today  203.0 pips","08/01/2013 11:33","null"
2.72023e+17,"SymbiosisFXFB2","$gbpusd long future entry for active hours breakout setting up. this is your early warning. you can see a chart he ","23/11/2012 17:05","null"
2.78176e+17,"forex_fx_","  : closed sell limit gbpusd 1.6193 for 0.0 pips  total for today  212.0 pips","10/12/2012 16:33","null"
2.70408e+17,"RequiteInc","closed buy limit $gbpusd 1.57359 for 0.0 pips  total for today  81.9 pips","19/11/2012 06:09","null"
299460662952873984,"ShovonJoarder","closed buy 0.05 lots gbpusd 1.5673 for  7.0 pips  total for today  54.0 pips","07/02/2013 10:12:40","null "
2.92336e+17,"hobinet8","  for exandle  on 11 1 you said  and $gbpusd....too bad i didn t have entry orders... ","18/01/2013 18:21","null"
2.72378e+17,"Invermercados","  : $gbpusd: less optimistic views for the pound  with forecast averaging 1.5986. ","24/11/2012 16:34","null"
2.69136e+17,"elgitano5720","  gbpusd is a drama queen   also a good pair to learn on","15/11/2012 17:53","null"
2.96273e+17,"tradingview","$gbpusd chart by  :  h4 bullish divergence.","29/01/2013 15:06","null"
2.88967e+17,"AkilStokesRTM","love waking up to see that targets have been hit overnight. great job on both trades yesterday lr members. gbpusd at be ej stops at 114.07","09/01/2013 11:16","null"
2.78862e+17,"forex_fx_","  : closed buy 0.01 lots $gbpusd 1.6127 for  14.0 pips  total for today  65.0 pips","12/12/2012 14:00","null"
300048225996517376,"moneyt825","$gbpusd respected the lower slope of the weekly triangle and rose. keep an eye on $gbpnzd  $gbpaud and $eurgbp next week.  $gbp","09/02/2013 01:07:26","null "
2.74425e+17,"NameSur71633099","closed sell limit gbpusd 1.6106 for 0.0 pips  total for today  7.0 pips","30/11/2012 08:10","null"
